교과목 이름,학년,이수구분,설강학과,선수강 과목,연결과목,교과목개요
건축과사회,4.0,전공핵심,건축학전공,,,"인간과 사회 활동의 컨테이너로서 역할을 다하기 위해, 건축은 사회적 행동, 가치, 관습 및 환경과의 관계에 대한 이해를 전제로 수행되어야 한다.  그를 위해 이 수업에서는 물리적 환경과 인간 행동의 관계, 심리학적, 생물학적 이론과 방법론을 논의한다.  클라이언트의 요구 사항, 디자인 의사 결정, 인간 활동 및 건축 형태와의 관계에 대한 분석이 건축 계획 및 적용에 미치는 영향 또한 중요한 수업 내용이다. [통합 개요] 건축은 다른 시각예술과 다름을 인간과의 관계에서 구분한다. 건축은 인간을 담고 있다. 이는 곧 건축은 그 건축이 속해있는 시대의 사회를 반영한다는 의미로 해석된다. 
건축은 사회를 반영하여 창조되고 창조된 건축은 역으로 사회에 영향을 미친다. 이러한 명제 하에 본 강의는 개인, 집단 그리고 사회가 어떻게 건축과 밀접하게 관련되고 있는가에 대한 기존의 이론, 연구, 분석방법 등을 고찰한다. 이를 통하여 궁극적으로 건축가로서 특정한 주제에 대한 문제를 분석하고 해결해나가는 능력을 배양하도록 한다. 
이와 더불어 건축가와 사회의 관점에서 건축가의 역량, 특성, 그리고 사회적 역할 등에 대해 공부함으로써 건축가로서의 삶에 대하여 생각해본다. 

"
건축구조의기본,2.0,전공핵심,디자인공학전공,,,"구조물의 설계는 매우 복합적 과제로서 구조물 및 하중과 재료의 물성에 대한 수학적 모델들을 이용한 계산이 요구되나, 본 교과목을 통해 구조물과 재료에 대한 거동이 최소한의 수학을 바탕으로 직감에 의해 이해 될 수 있다.  본 교과목은 건축분야의 입문 또는 심화된 건축구조분야의 준비과정으로 강의된다."
건축구조재료실험,3.0,전공심화,건축공학전공,건축재료,,"건축구조물을 구성하는 구조재료 및 마감재료의 물리·화학적 특성을 이론 강의와 함께 실험실습을 통하여 체험하며, 대표적인 구조재료인 콘크리트와 철근을 사용한 철근콘크리트 구조부재의 구조거동실험을 통하여 사용재료가 구조부재의 거동에 미치는 영향을 실험적으로 규명하는 과정을 실습한다. 또한, 4차산업혁명기술(IoT, 딥러닝, 빅데이터, 센서 등)의 활용 및 첨단 고성능 재료 설계 주제를 설정하여 실제 작품을 제작하고 이를 발표를 통하여 평가한다.
 [통합 개요] 건축구조물을 구성하는 구조재료 및 마감재료의 물리·화학적 특성을 이론 강의와 함께 실험실습을 통하여 체험하며, 대표적인 구조재료인 콘크리트와 철근을 사용한 철근콘크리트 구조부재의 구조거동실험을 통하여 사용재료가 구조부재의 거동에 미치는 영향을 실험을 실험적으로 규명하는 과정을 실습한다. IC-PBL M 유형으로 철근콘크리트 구조물의 구조부재의 경량화를 통해 구조물의 자중을 줄이는 문제를 학생들이 팀 작업을 통해 해결하고 시작품제작과 발표를 실시한다. "
건축기본설계1,1.0,전공핵심,건축학전공,,,"건축설계 1은 ‘공간, 형태, 구조의 탐색’을 주제로 하며, 건축적 사고의 기초를 형성하는 것을 목표로 한다. 학생들은 세 개의 과제를 통해 공간과 형태를 분석하고 구조적 관계를 탐구하며, 건축적 개념을 구체화한다. 또한, 모델 제작과 표현 기법을 익혀 아이디어를 효과적으로 구현하고 전달하는 능력을 기른다. 이를 통해 건축이 인간의 경험과 어떻게 연결되는지를 이해하고, 창의적이고 논리적인 공간 구성을 위한 기초를 다진다."
건축도면의이해,1.0,전공핵심,건축IT융합전공,,,건축도면에 대한 체계적인 이해를 통해 건축설계에 대한 기초 능력을 학습 AUTOCAD 프로그램 활용법을 습득하고 이를 활용하여 실무에서 필요한 능력을 학습
건축디지털디자인기초,1.0,전공핵심,건축IT융합전공,,,"건축설계분야에서 컴퓨터를 활용한 디자인 기술이 필요한 이유를 이해하고 학습
SKETCH UP 프로그램을 학습하고, 이를 능숙하게 활용하는 기본능력을 배양 [통합 개요] 디지털 매개체를 활용하여 건축설계의 표현 방법을 학습합니다.
SKETCH UP 프로그램을 학습하고, 이를 활용하는 기본적인 능력을 함양합니다."
건축물LCA실무프로젝트,3.0,전공심화,지속가능건축융합전공,,,"	
- 탄소중립 목표를 달성하기 위하여 건축분야에서도 탄소배출량을 정량적으로 평가하고 감축하려는 노력을 하고 있다.

- 본 수업은 지속가능건축융합전공 학생들이 갖추어야 하는 건축물 전과정에서의 탄소배출량 평가방법론을 강론함으로써 평가 및 감축기술을 습득하는 것에 목적이 있다."
건축물열화및내구성,2.0,전공심화,지속가능건축융합전공,,,콘크리트 구조물의 노출 환경 및 요소에 따른 열화 메커니즘을 이해하고 발생하는 내구성 저하현상에 대하여 소개한다. 
건축법규와제도,4.0,전공핵심,건축학전공,,,"건축물의 기획업무, 기본설계(계획설계 및 중간설계) 및 실시설계의 모든 과정과
설계된 건물의 공사를 위한 구축 과정 및 건축물이 유지되고 사용되는 동안도 그 사회의 법과 제도에 따라 관리된다.

도시환경, 건축환경을 포함한 인간이 살아가는 모든 환경을 조절하는 사회적인 장치로서 법과 제도의 종류와 
세부적인 법규 내용을 전반적으로 이해한다.

사회적인 이슈의 해결을 위해 행정적으로 콘트롤하는 법과 제도의 구체적인 내용은
건축과 도시 환경의 나아갈 방향에 따라 결정되고 조절된다.


건축법규와 제도는 그 세부적인 사항을 법제화하고 제도로 규정한 내용이다.

1. 건축실무에 영향을 미치는 각종 관련제법, 건축사법, 전문 용역과 관련된 규약
및 설계사무실 등 개업 등에 관한 법을 이해하며,

2. 전반적인 법률 사항과 이에 따른 건축사의 법적 책임을 습득하도록 한다.

3. 법규와 제도가 만들어지는 인문,사회적인 배경을 이해하다.

4. 공중보건과 공공의 안전 및 복지, 재산권, 건축법규, 장애자의 접근성을 고려한
건축법 및 지방자치단체의 조례와 규정 등을 해설하고 운용하는 방법을 강의한다."
건축설계1,2.0,전공핵심,건축학전공,,,"건축설계1 수업에서는 주거공간 설계를 주제로 하여 프로젝트를 진행한다.
건축선례를 분석하는 것을 시작으로 주거 건축의 기본지식을 쌓는다.
-@ 대상지 답사 및 분석을 통해 대지의 물리적 조건과 건축의 관계를 이해한다.
-@ 분석적 다이어그램으로 건축 개념을 표현하는 방법을 습득한다.
-@ 추상적 아이디어를 공간화하며 자신이 표현하고자하는 형태와 공간이 건축요소로 표현될 수 있도록 한다.
- 다이어그램, 도면, 모형으로 만들어 건축형태와 구조를 이해할 수 있도록 한다. [통합 개요] 건축설계1은 건축 유형을 통한 접근을 기본으로 한다. 주택이라는 건축 유형을 집중적으로 탐구할 예정이며, 재료와 구축에 대한 연구도 함께 진행할 것이다. 각 학생은 최종 결과물에 문화·역사·지형적 맥락을 조사하여 적용해야 한다. [통합 개요]  건축설계1 수업에서는 주거공간 설계를 주제로 하여 프로젝트를 진행한다.
건축선례를 분석하는 것을 시작으로 주거 건축의 기본지식을 쌓는다.
- 대상지 답사 및 분석을 통해 대지의 물리적 조건과 건축의 관계를 이해한다.
- 분석적 다이어그램으로 건축 개념을 표현하는 방법을 습득한다.
- 추상적 아이디어를 공간화하며 자신이 표현하고자하는 형태와 공간이 건축요소로 표현될 수 있도록 한다.
- 다이어그램, 도면, 모형으로 만들어 건축형태와 구조를 이해할 수 있도록 한다."
건축설계2,2.0,전공핵심,건축학전공,"건축기본설계1, 건축기본설계2, 건축설계1",,"건축설계2 수업에서는 Working Space(업무 공간) 설계를 주제로 하여 프로젝트를 진행한다.
건축선례를 분석하는 것을 시작으로 업무 공간 설계의 기본 지식을 쌓고, 건축의 수직젖 공간 구성에 대해 공부해 본다.
-@ 대상지 답사 및 분석을 통해 대지의 물리적 조건과 건축과의 관계를 이해한다.
-@ 분석적 다이어그램으로 건축 개념을 표현하는 방법을 습득한다.
-@ 추상적 아이디어를 공간화하며 자신이 표현하고자 하는 형태와 공간이 건축요소로 표현될 수 있도록 한다
- 다이어그램, 도면, 모형으로 만들어 건축 형태와 구조를 이해할 수 있도록 한다. [통합 개요] '건축설계 2'의 주제는 '업무공간’이다. 학생 개개인은 주어진 실제의 대지를 조사하고 분석의 과정을 거친 후 ‘업무공간’이라는 주제를 창의적으로 재해석하여 각자의 프로젝트에 적용할 수 있다. '건축설계 1'보다 현실적인 공간의 구성에 대한 탐구를 통해, 개념 및 아이디어를 건축적 체계로 정리하는 방법을 습득한다. 또한, 내외부의 공간에 대한 이해와 그것의 관계에 대한 질문을 다양한 방법을 통해 제시하는 것을 목표로 한다. '건축설계1'과목에서 습득한 기본 건축 어휘에 대한 이해와 컴퓨터 프로그램 활용 기술을 통하여, '건축설계2'는 본격적으로 학생이 자신의 생각을 각자의 방법으로 발전시키고 표현하는 데 중점을 두고 있다. "
건축설계3,3.0,전공핵심,건축학전공,,," 1,2 학년 과정에서 습득한  설계관련 지식을 좀더 발전시키기 위해서 학기 중 2개의 프로젝트를 통하여 설계능력을 증가시키고 조직적이고 논리적인 사고력을 배양하고 미의식을 향상시킴으로써 종합적인 조형감각을 키우는데 주안점을 둔다.
또한 프로젝트의 테마로써 선정되는 건물유형에 대한 이해를 높여서 향후 실무에 접목할 수 있는   기본지식을  쌓는다.
 [통합 개요] 본 과정은 문화 및 집회시설 디자인 프로젝트 진행을 통하여, 건축 및 외부공간의 계획에 및 프로그램에 따른 내부 공간을 구성하고 디자인 하는 것을 주요 목적으로 한다. 인문적, 자연적, 사회적 등 다양한 컨텍스트를 치밀하게 분석하고, 이론적 이해와 해석을 통하여 각자의 설계 개념을 도출하고,  논리적인 프로세스를 통하여 건축 공간을 구성하고 구축한다. [통합 개요] 1,2 학년 과정에서 습득한 설계관련 지식을 좀더 발전시키기 위해서 학기 중 2개의 프로젝트를 통하여 설계능력을 증가시키고 조직적이고 논리적인 사고력을 배양하고 미의식을 향상시킴으로써 종합적인 조형감각을 키우는데 주안점을 둔다. 또한 프로젝트의 테마로써 선정되는 건물유형에 대한 이해를 높여서 향후 실무에 접목할 수 있는 기본지식을 쌓는다."
건축설계5,4.0,전공핵심,건축학전공,"건축설계1, 건축설계2, 건축설계3, 건축설계4",,"3학년까지의 건축유형별 설계지식과 실습을 위주로 한 교육에서 벗어나보다 넓은 차원, 즉 도시와 지역내에서의 건축을 생각하는 설계개념에 중점을 두고 진행한다. 이는 하나의 건축물에 대한 생각의 차원을 떠나 도시의 사회, 경제, 문화 등 모든 관련 분야와 관련하여 사고하는 훈련을 쌓는다.
 [통합 개요] 건축물의 배치가 단순한 기능과 효율의 문제가 아니라 도시인의 삶을 담는 문제라는 인식하에 적극적으로, 공공성을 담보하는 외부공간의 체계와 건축적 질서체계를 통합하여 계획한다. 도시의 다양한 층위에 대한 세심한 관찰과 분석능력이 요구되며, 다수의 건축물에 의한 도시구조의 형성, 전체 속의 부분으로서의 건축물, 건물들 사이의 관계성, 건물과 외부공간과의 연계 등을 고려하여 세심하게 계획하여야 한다. 여기에서 미래의 비젼을 제시할 수 있는 용기와 도전정신 또한 매우 중요한 도시설계의 과제이며 이를 위해 학생들의 창의적인 도시건축적 실험이 요구되는 과정이다. [통합 개요]  “도시설계는 ‘시민들의 삶의 질 향상’과 ‘도시경쟁력 향상’을 목표로한다”라는 전제를 기반으로,  한 학기동안 도시공간구성의 전략적 방향설정, 단계적 발전계획, 외부공간의 체계구축, 건축적 질서체계를 탐구한다. 

도시의 다양한 층위에 대한 세심한 관찰 및 분석과 함께, 도시구조의 형성, 전체 속의 부분으로서의 건축물, 건물들 사이의 관계성, 건물과 외부공간과의 연계 등에 대해서 구체적인 방안을 제시해 나간다. 

 [통합 개요] 3학년까지의_x0001_건축유형별_x0001_설계지식과_x0001_실습을_x0001_위주로_x0001_한_x0001_교육에서_x0001_벗어나보다_x0001_넓은_x0001_차원,_x0001_즉_x0001_도시와_x0001_지역내에서의_x0001_건축을_x0001_생각하는_x0001_설계개념에_x0001_중점을_x0001_두고_x0001_진행한다._x0001_이는_x0001_하나의_x0001_건축물에_x0001_대한_x0001_생각의_x0001_차원을_x0001_떠나_x0001_도시의_x0001_사회,_x0001_경제,_x0001_문화_x0001_등_x0001_모든_x0001_관련_x0001_분야와_x0001_관련하여_x0001_사고하는_x0001_훈련을_x0001_쌓는다.도시구조를_x0001_재편하여_x0001_새로운_x0001_맥락을_x0001_형성하는_x0001_능동적인_x0001_도시_x0001_설계_x0001_기법을_x0001_공부하게_x0001_된다._x0001_도심내의_x0001_부지중_x0001_역사적,_x0001_혹은_x0001_사회적_x0001_수명과_x0001_기능_x0001_등의_x0001_문제가_x0001_있는_x0001_지역을_x0001_선택하여_x0001_그_x0001_지역의_x0001_물리적_x0001_환경인_x0001_도시구조의_x0001_문제와_x0001_사회적_x0001_환경인_x0001_프로그램의_x0001_문제_x0001_등을_x0001_논리적으로_x0001_분석하고_x0001_새로운_x0001_대안을_x0001_제안한다."
